product_name,product_price,product_memory,product_color,product_url,img_url
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Xanh lá,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Đỏ,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Đen,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Trắng,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256 GB(256GB),Tím,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
 iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256 GB(256GB),Đen,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
 iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256 GB(256GB),Bạc,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
 iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256 GB(256GB),Vàng,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
 iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256 GB(256GB),Bạc,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
 iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256 GB(256GB),Xám,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
 iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256 GB(256GB),Xanh dương,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
 iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256 GB(256GB),Vàng,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
 iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256 GB(256GB),Xanh lá,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Vàng,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Bạc,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Đen,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Tím,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Bạc,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Vàng,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Tím,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Đen,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Vàng,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Tím,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Xanh lá,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Đỏ,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Đen,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4 GB(128 GB),Trắng,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Đỏ,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Xanh,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Xanh dương,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Trắng,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Tím,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Đen,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,256 GB(256GB),Vàng,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg"
 iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,256 GB(256GB),Đen,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg"
 iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,256 GB(256GB),Tím,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg"
 iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,256 GB(256GB),Xanh,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg"
 iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,256 GB(256GB),Đỏ,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg"
 iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,256 GB(256GB),Trắng,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Đỏ,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Xanh,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Xanh dương,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Trắng,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Tím,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4 GB(128GB),Đen,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Vàng,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Bạc,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Đen,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,256 GB(256GB),Tím,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Bạc,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Vàng,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Tím,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
 iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,512 GB(512GB),Đen,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png"
